qualifyId,raceId,driverId,constructorId,number,position,date
1112,604,74,19,15,13,1997-06-28 00:00:00
1113,604,57,17,21,22,1997-06-28 00:00:00
1114,604,78,17,20,21,1997-06-28 00:00:00
1115,604,81,14,17,20,1997-06-28 00:00:00
1116,604,62,24,18,19,1997-06-28 00:00:00
1117,604,70,20,1,17,1997-06-28 00:00:00
1118,604,63,20,2,16,1997-06-28 00:00:00
1119,604,75,23,23,15,1997-06-28 00:00:00
1120,604,64,14,16,14,1997-06-28 00:00:00
1121,604,21,23,22,12,1997-06-28 00:00:00
1122,604,49,24,19,18,1997-06-28 00:00:00
1123,604,56,0,9,10,1997-06-28 00:00:00
1124,604,48,2,4,2,1997-06-28 00:00:00
1125,604,22,16,11,3,1997-06-28 00:00:00
1126,604,34,2,3,4,1997-06-28 00:00:00
1127,604,55,5,6,5,1997-06-28 00:00:00
1128,604,20,16,12,11,1997-06-28 00:00:00
1129,604,14,19,14,6,1997-06-28 00:00:00
1130,604,24,21,8,7,1997-06-28 00:00:00
1131,604,54,21,7,8,1997-06-28 00:00:00
1132,604,13,0,10,9,1997-06-28 00:00:00
1133,604,29,5,5,1,1997-06-28 00:00:00
1134,605,14,19,14,13,1997-07-12 00:00:00
1135,605,21,23,22,21,1997-07-12 00:00:00
1136,605,57,17,21,20,1997-07-12 00:00:00
1137,605,49,24,18,19,1997-07-12 00:00:00
1138,605,78,17,20,18,1997-07-12 00:00:00
1139,605,62,24,19,17,1997-07-12 00:00:00
1140,605,63,20,2,16,1997-07-12 00:00:00
1141,605,75,23,23,15,1997-07-12 00:00:00
1142,605,74,19,15,14,1997-07-12 00:00:00
1143,605,81,14,17,22,1997-07-12 00:00:00
1144,605,70,20,1,12,1997-07-12 00:00:00
1145,605,20,16,12,10,1997-07-12 00:00:00
1146,605,64,14,16,9,1997-07-12 00:00:00
1147,605,24,21,8,8,1997-07-12 00:00:00
1148,605,55,5,6,7,1997-07-12 00:00:00
1149,605,13,0,10,6,1997-07-12 00:00:00
1150,605,22,16,11,5,1997-07-12 00:00:00
1151,605,29,5,5,4,1997-07-12 00:00:00
1152,605,56,0,9,3,1997-07-12 00:00:00
1153,605,48,2,4,2,1997-07-12 00:00:00
1154,605,34,2,3,1,1997-07-12 00:00:00
1155,605,54,21,17,11,1997-07-12 00:00:00
1156,606,75,23,23,15,1997-07-26 00:00:00
1157,606,63,20,2,16,1997-07-26 00:00:00
1158,606,74,19,15,17,1997-07-26 00:00:00
1159,606,81,14,17,18,1997-07-26 00:00:00
1160,606,64,14,16,14,1997-07-26 00:00:00
1161,606,49,24,19,20,1997-07-26 00:00:00
1162,606,57,17,21,21,1997-07-26 00:00:00
1163,606,78,17,20,22,1997-07-26 00:00:00
1164,606,62,24,18,19,1997-07-26 00:00:00
1165,606,70,20,1,13,1997-07-26 00:00:00
1166,606,76,21,8,1,1997-07-26 00:00:00
1167,606,14,19,14,11,1997-07-26 00:00:00
1168,606,21,23,22,12,1997-07-26 00:00:00
1169,606,56,0,9,3,1997-07-26 00:00:00
1170,606,29,5,5,4,1997-07-26 00:00:00
1171,606,48,2,4,5,1997-07-26 00:00:00
1172,606,20,16,12,2,1997-07-26 00:00:00
1173,606,22,16,11,7,1997-07-26 00:00:00
1174,606,13,0,10,8,1997-07-26 00:00:00
1175,606,34,2,3,9,1997-07-26 00:00:00
1176,606,55,5,6,10,1997-07-26 00:00:00
1177,606,54,21,7,6,1997-07-26 00:00:00
1178,614,21,23,18,14,1998-03-07 00:00:00
1179,614,63,20,16,20,1998-03-07 00:00:00
1180,614,72,24,20,19,1998-03-07 00:00:00
1181,614,75,23,19,18,1998-03-07 00:00:00
1182,614,73,17,23,17,1998-03-07 00:00:00
1183,614,62,20,17,16,1998-03-07 00:00:00
1184,614,14,19,12,15,1998-03-07 00:00:00
1185,614,67,24,20,13,1998-03-07 00:00:00
1186,614,55,5,4,8,1998-03-07 00:00:00
1187,614,24,21,6,11,1998-03-07 00:00:00
1188,614,70,16,9,10,1998-03-07 00:00:00
1189,614,22,16,10,9,1998-03-07 00:00:00
1190,614,43,19,14,21,1998-03-07 00:00:00
1191,614,20,21,5,7,1998-03-07 00:00:00
1192,614,48,2,2,6,1998-03-07 00:00:00
1193,614,64,14,15,5,1998-03-07 00:00:00
1194,614,34,2,1,4,1998-03-07 00:00:00
1195,614,29,5,3,3,1998-03-07 00:00:00
1196,614,54,14,14,12,1998-03-07 00:00:00
1197,614,74,17,22,22,1998-03-07 00:00:00
1198,614,56,0,8,1,1998-03-07 00:00:00
1199,614,13,0,7,2,1998-03-07 00:00:00
1200,615,13,0,7,2,1998-03-28 00:00:00
1201,615,63,20,16,22,1998-03-28 00:00:00
1202,615,72,24,20,21,1998-03-28 00:00:00
1203,615,62,20,17,20,1998-03-28 00:00:00
1204,615,73,17,23,19,1998-03-28 00:00:00
1205,615,74,17,22,18,1998-03-28 00:00:00
1206,615,67,24,21,17,1998-03-28 00:00:00
1207,615,75,23,19,16,1998-03-28 00:00:00
1208,615,54,14,14,15,1998-03-28 00:00:00
1209,615,64,14,15,14,1998-03-28 00:00:00
1210,615,21,23,18,13,1998-03-28 00:00:00
1211,615,14,19,12,12,1998-03-28 00:00:00
1212,615,70,16,9,11,1998-03-28 00:00:00
1213,615,43,19,14,9,1998-03-28 00:00:00
1214,615,22,16,10,8,1998-03-28 00:00:00
1215,615,20,21,5,7,1998-03-28 00:00:00
1216,615,24,21,6,5,1998-03-28 00:00:00
1217,615,29,5,3,4,1998-03-28 00:00:00
1218,615,48,2,2,3,1998-03-28 00:00:00
1219,615,56,0,8,1,1998-03-28 00:00:00
1220,615,55,5,4,6,1998-03-28 00:00:00
1221,615,34,2,1,10,1998-03-28 00:00:00
1222,616,14,19,12,16,1998-04-11 00:00:00
1223,616,75,23,19,22,1998-04-11 00:00:00
1224,616,72,24,20,21,1998-04-11 00:00:00
1225,616,73,17,23,20,1998-04-11 00:00:00
1226,616,74,17,22,19,1998-04-11 00:00:00
1227,616,63,20,16,18,1998-04-11 00:00:00
1228,616,62,20,17,17,1998-04-11 00:00:00
1229,616,43,19,11,15,1998-04-11 00:00:00
1230,616,21,23,18,14,1998-04-11 00:00:00
1231,616,64,14,15,12,1998-04-11 00:00:00
1232,616,54,14,14,11,1998-04-11 00:00:00
1233,616,67,24,18,13,1998-04-11 00:00:00
1234,616,70,16,9,9,1998-04-11 00:00:00
1235,616,24,21,6,8,1998-04-11 00:00:00
1236,616,34,2,1,7,1998-04-11 00:00:00
1237,616,48,2,2,6,1998-04-11 00:00:00
1238,616,22,16,10,5,1998-04-11 00:00:00
1239,616,55,5,4,4,1998-04-11 00:00:00
1240,616,56,0,8,3,1998-04-11 00:00:00
1241,616,29,5,3,2,1998-04-11 00:00:00
1242,616,13,0,7,1,1998-04-11 00:00:00
1243,616,20,21,5,10,1998-04-11 00:00:00
1244,622,67,24,21,17,1998-07-11 00:00:00
1245,622,14,19,12,14,1998-07-11 00:00:00
1246,622,49,23,19,15,1998-07-11 00:00:00
1247,622,21,23,18,16,1998-07-11 00:00:00
1248,622,73,17,23,18,1998-07-11 00:00:00
1249,622,13,0,7,4,1998-07-11 00:00:00
1250,622,72,24,20,20,1998-07-11 00:00:00
1251,622,22,16,9,21,1998-07-11 00:00:00
1252,622,43,19,11,22,1998-07-11 00:00:00
1253,622,62,20,17,13,1998-07-11 00:00:00
1254,622,74,17,22,19,1998-07-11 00:00:00
1255,622,63,20,16,12,1998-07-11 00:00:00
1256,622,56,0,8,1,1998-07-11 00:00:00
1257,622,20,21,5,10,1998-07-11 00:00:00
1258,622,64,14,15,9,1998-07-11 00:00:00
1259,622,54,14,14,8,1998-07-11 00:00:00
1260,622,70,16,9,7,1998-07-11 00:00:00
1261,622,48,2,2,6,1998-07-11 00:00:00
1262,622,55,5,4,5,1998-07-11 00:00:00
1263,622,34,2,1,3,1998-07-11 00:00:00
1264,622,29,5,3,2,1998-07-11 00:00:00
1265,622,24,21,6,11,1998-07-11 00:00:00
1266,623,22,16,10,9,1998-07-25 00:00:00
1267,623,62,20,17,6,1998-07-25 00:00:00
1268,623,48,2,2,7,1998-07-25 00:00:00
1269,623,21,23,18,5,1998-07-25 00:00:00
1270,623,54,14,14,2,1998-07-25 00:00:00
1271,623,56,0,8,3,1998-07-25 00:00:00
1272,623,20,21,5,1,1998-07-25 00:00:00
1273,623,43,19,11,10,1998-07-25 00:00:00
1274,623,29,5,3,4,1998-07-25 00:00:00
1275,623,34,2,1,11,1998-07-25 00:00:00
1276,623,55,5,4,8,1998-07-25 00:00:00
1277,623,63,20,16,13,1998-07-25 00:00:00
1278,623,72,24,20,22,1998-07-25 00:00:00
1279,623,49,23,19,12,1998-07-25 00:00:00
1280,623,67,24,21,20,1998-07-25 00:00:00
1281,623,73,17,23,19,1998-07-25 00:00:00
1282,623,64,14,15,18,1998-07-25 00:00:00
1283,623,74,17,22,21,1998-07-25 00:00:00
1284,623,14,19,12,16,1998-07-25 00:00:00
1285,623,70,16,9,15,1998-07-25 00:00:00
1286,623,13,0,7,14,1998-07-25 00:00:00
1287,623,24,21,6,17,1998-07-25 00:00:00
1288,624,73,17,23,21,1998-08-01 00:00:00
1289,624,64,14,15,12,1998-08-01 00:00:00
1290,624,49,23,19,19,1998-08-01 00:00:00
1291,624,63,20,16,18,1998-08-01 00:00:00
1292,624,62,20,17,17,1998-08-01 00:00:00
1293,624,43,19,11,16,1998-08-01 00:00:00
1294,624,67,24,21,15,1998-08-01 00:00:00
1295,624,14,19,12,14,1998-08-01 00:00:00
1296,624,21,23,16,13,1998-08-01 00:00:00
1297,624,54,14,14,11,1998-08-01 00:00:00
1298,624,74,17,22,20,1998-08-01 00:00:00
1299,624,29,5,3,9,1998-08-01 00:00:00
1300,624,56,0,8,1,1998-08-01 00:00:00
1301,624,13,0,7,2,1998-08-01 00:00:00
1302,624,34,2,1,3,1998-08-01 00:00:00
1303,624,22,16,10,4,1998-08-01 00:00:00
1304,624,48,2,2,10,1998-08-01 00:00:00
1305,624,55,5,4,6,1998-08-01 00:00:00
1306,624,24,21,6,7,1998-08-01 00:00:00
1307,624,20,21,5,8,1998-08-01 00:00:00
1308,624,70,16,9,5,1998-08-01 00:00:00
1309,626,73,17,23,22,1998-08-29 00:00:00
1310,626,64,14,15,12,1998-08-29 00:00:00
1311,626,72,24,20,20,1998-08-29 00:00:00
1312,626,67,24,21,19,1998-08-29 00:00:00
1313,626,62,20,17,18,1998-08-29 00:00:00
1314,626,49,23,19,17,1998-08-29 00:00:00
1315,626,63,20,16,16,1998-08-29 00:00:00
1316,626,43,19,11,15,1998-08-29 00:00:00
1317,626,21,23,18,14,1998-08-29 00:00:00
1318,626,14,19,12,13,1998-08-29 00:00:00
1319,626,74,17,22,21,1998-08-29 00:00:00
1320,626,54,14,14,10,1998-08-29 00:00:00
1321,626,48,2,2,9,1998-08-29 00:00:00
1322,626,22,16,10,8,1998-08-29 00:00:00
1323,626,20,21,5,7,1998-08-29 00:00:00
1324,626,34,2,1,6,1998-08-29 00:00:00
1325,626,55,5,4,5,1998-08-29 00:00:00
1326,626,29,5,3,4,1998-08-29 00:00:00
1327,626,70,16,9,3,1998-08-29 00:00:00
1328,626,13,0,7,2,1998-08-29 00:00:00
1329,626,56,0,8,1,1998-08-29 00:00:00
1330,626,24,21,6,11,1998-08-29 00:00:00
1331,630,63,14,12,14,1999-03-06 00:00:00
1332,630,69,2,5,15,1999-03-06 00:00:00
1333,630,54,14,11,16,1999-03-06 00:00:00
1334,630,14,19,19,12,1999-03-06 00:00:00
1335,630,36,20,14,18,1999-03-06 00:00:00
1336,630,40,15,23,19,1999-03-06 00:00:00
1337,630,43,19,18,20,1999-03-06 00:00:00
1338,630,67,20,15,17,1999-03-06 00:00:00
1339,630,34,15,22,11,1999-03-06 00:00:00
1340,630,21,23,16,4,1999-03-06 00:00:00
1341,630,70,16,7,9,1999-03-06 00:00:00
1342,630,22,2,6,8,1999-03-06 00:00:00
1343,630,20,21,9,7,1999-03-06 00:00:00
1344,630,55,5,4,6,1999-03-06 00:00:00
1345,630,48,16,8,5,1999-03-06 00:00:00
1346,630,29,5,3,3,1999-03-06 00:00:00
1347,630,13,0,2,2,1999-03-06 00:00:00
1348,630,56,0,1,1,1999-03-06 00:00:00
1349,630,68,17,20,21,1999-03-06 00:00:00
1350,630,24,21,10,10,1999-03-06 00:00:00
1351,630,47,17,21,22,1999-03-06 00:00:00
1352,630,64,23,17,13,1999-03-06 00:00:00
1353,631,48,16,8,8,1999-04-10 00:00:00
1354,631,56,0,1,1,1999-04-10 00:00:00
1355,631,13,0,2,2,1999-04-10 00:00:00
1356,631,21,23,16,3,1999-04-10 00:00:00
1357,631,29,5,3,4,1999-04-10 00:00:00
1358,631,20,21,9,5,1999-04-10 00:00:00
1359,631,55,5,4,6,1999-04-10 00:00:00
1360,631,70,16,7,7,1999-04-10 00:00:00
1361,631,24,21,10,9,1999-04-10 00:00:00
1362,631,64,23,17,10,1999-04-10 00:00:00
1363,631,43,19,18,12,1999-04-10 00:00:00
1364,631,22,2,6,11,1999-04-10 00:00:00
1365,631,54,14,11,14,1999-04-10 00:00:00
1366,631,63,14,12,15,1999-04-10 00:00:00
1367,631,69,2,5,16,1999-04-10 00:00:00
1368,631,71,17,20,17,1999-04-10 00:00:00
1369,631,36,20,14,18,1999-04-10 00:00:00
1370,631,67,20,15,19,1999-04-10 00:00:00
1371,631,47,17,21,20,1999-04-10 00:00:00
1372,631,34,15,22,21,1999-04-10 00:00:00
1373,631,14,19,19,13,1999-04-10 00:00:00
1374,632,24,21,10,17,1999-05-01 00:00:00
1375,632,20,21,9,16,1999-05-01 00:00:00
1376,632,63,14,12,15,1999-05-01 00:00:00
1377,632,36,20,14,18,1999-05-01 00:00:00
1378,632,13,0,2,2,1999-05-01 00:00:00
1379,632,67,20,15,20,1999-05-01 00:00:00
1380,632,47,17,21,21,1999-05-01 00:00:00
1381,632,14,19,19,14,1999-05-01 00:00:00
1382,632,68,17,22,22,1999-05-01 00:00:00
1383,632,62,15,23,19,1999-05-01 00:00:00
1384,632,54,14,11,13,1999-05-01 00:00:00
1385,632,29,5,3,3,1999-05-01 00:00:00
1386,632,64,23,17,12,1999-05-01 00:00:00
1387,632,55,5,4,4,1999-05-01 00:00:00
1388,632,34,15,22,5,1999-05-01 00:00:00
1389,632,21,23,16,6,1999-05-01 00:00:00
1390,632,48,16,8,7,1999-05-01 00:00:00
1391,632,56,0,1,1,1999-05-01 00:00:00
1392,632,22,2,6,9,1999-05-01 00:00:00
1393,632,69,2,5,10,1999-05-01 00:00:00
1394,632,43,19,18,11,1999-05-01 00:00:00
1395,632,70,16,7,8,1999-05-01 00:00:00
1396,646,36,20,18,12,2000-03-11 00:00:00
1397,646,64,18,8,20,2000-03-11 00:00:00
1398,646,63,14,16,19,2000-03-11 00:00:00
1399,646,47,17,20,18,2000-03-11 00:00:00
1400,646,54,19,14,17,2000-03-11 00:00:00
1401,646,40,15,23,16,2000-03-11 00:00:00
1402,646,1,19,15,15,2000-03-11 00:00:00
1403,646,24,21,12,14,2000-03-11 00:00:00
1404,646,49,20,19,13,2000-03-11 00:00:00
1405,646,22,2,9,11,2000-03-11 00:00:00
1406,646,14,16,6,6,2000-03-11 00:00:00
1407,646,20,21,11,9,2000-03-11 00:00:00
1408,646,34,15,22,8,2000-03-11 00:00:00
1409,646,55,18,7,7,2000-03-11 00:00:00
1410,646,17,2,10,21,2000-03-11 00:00:00
1411,646,48,16,5,5,2000-03-11 00:00:00
1412,646,21,5,4,4,2000-03-11 00:00:00
1413,646,29,5,3,3,2000-03-11 00:00:00
1414,646,13,0,2,2,2000-03-11 00:00:00
1415,646,56,0,1,1,2000-03-11 00:00:00
1416,646,62,14,17,10,2000-03-11 00:00:00
1417,646,59,17,21,22,2000-03-11 00:00:00
1418,648,22,2,9,5,2000-04-08 00:00:00
1419,648,29,5,3,2,2000-04-08 00:00:00
1420,648,47,17,20,21,2000-04-08 00:00:00
1421,648,59,17,21,20,2000-04-08 00:00:00
1422,648,20,21,11,19,2000-04-08 00:00:00
1423,648,17,2,10,18,2000-04-08 00:00:00
1424,648,64,18,8,17,2000-04-08 00:00:00
1425,648,49,20,19,16,2000-04-08 00:00:00
1426,648,54,19,14,15,2000-04-08 00:00:00
1427,648,40,15,23,14,2000-04-08 00:00:00
1428,648,36,20,18,13,2000-04-08 00:00:00
1429,648,62,14,17,12,2000-04-08 00:00:00
1430,648,24,21,12,11,2000-04-08 00:00:00
1431,648,63,14,16,10,2000-04-08 00:00:00
1432,648,34,15,22,9,2000-04-08 00:00:00
1433,648,14,16,6,8,2000-04-08 00:00:00
1434,648,55,18,7,7,2000-04-08 00:00:00
1435,648,48,16,5,6,2000-04-08 00:00:00
1436,648,21,5,4,4,2000-04-08 00:00:00
1437,648,13,0,2,3,2000-04-08 00:00:00
1438,648,56,0,1,1,2000-04-08 00:00:00
1439,648,1,19,15,22,2000-04-08 00:00:00
1440,649,21,5,4,1,2000-04-22 00:00:00
1441,649,56,0,1,3,2000-04-22 00:00:00
1442,649,54,19,14,15,2000-04-22 00:00:00
1443,649,24,21,12,20,2000-04-22 00:00:00
1444,649,36,20,18,19,2000-04-22 00:00:00
1445,649,62,14,17,18,2000-04-22 00:00:00
1446,649,1,19,15,17,2000-04-22 00:00:00
1447,649,40,15,23,16,2000-04-22 00:00:00
1448,649,13,0,2,4,2000-04-22 00:00:00
1449,649,64,18,8,14,2000-04-22 00:00:00
1450,649,63,14,16,13,2000-04-22 00:00:00
1451,649,20,21,11,12,2000-04-22 00:00:00
1452,649,14,16,6,11,2000-04-22 00:00:00
1453,649,34,15,22,10,2000-04-22 00:00:00
1454,649,55,18,7,9,2000-04-22 00:00:00
1455,649,49,20,19,8,2000-04-22 00:00:00
1456,649,22,2,9,7,2000-04-22 00:00:00
1457,649,17,2,10,6,2000-04-22 00:00:00
1458,649,47,17,20,21,2000-04-22 00:00:00
1459,649,59,17,21,22,2000-04-22 00:00:00
1460,649,29,5,3,5,2000-04-22 00:00:00
1461,649,48,16,5,2,2000-04-22 00:00:00
1462,661,17,2,10,5,2000-10-07 00:00:00
1463,661,47,17,20,21,2000-10-07 00:00:00
1464,661,22,2,9,6,2000-10-07 00:00:00
1465,661,59,17,21,22,2000-10-07 00:00:00
1466,661,63,14,16,20,2000-10-07 00:00:00
1467,661,62,14,17,19,2000-10-07 00:00:00
1468,661,40,15,23,18,2000-10-07 00:00:00
1469,661,1,19,15,16,2000-10-07 00:00:00
1470,661,14,16,6,15,2000-10-07 00:00:00
1471,661,49,20,19,14,2000-10-07 00:00:00
1472,661,54,19,14,17,2000-10-07 00:00:00
1473,661,20,21,11,12,2000-10-07 00:00:00
1474,661,24,21,12,11,2000-10-07 00:00:00
1475,661,64,18,8,10,2000-10-07 00:00:00
1476,661,21,5,4,4,2000-10-07 00:00:00
1477,661,34,15,22,9,2000-10-07 00:00:00
1478,661,48,16,5,8,2000-10-07 00:00:00
1479,661,55,18,7,7,2000-10-07 00:00:00
1480,661,29,5,3,1,2000-10-07 00:00:00
1481,661,56,0,1,2,2000-10-07 00:00:00
1482,661,36,20,18,13,2000-10-07 00:00:00
1483,661,13,0,2,3,2000-10-07 00:00:00
1484,678,3,17,21,17,2001-09-29 00:00:00
1485,678,34,15,10,18,2001-09-29 00:00:00
1486,678,61,17,20,22,2001-09-29 00:00:00
1487,678,49,20,14,20,2001-09-29 00:00:00
1488,678,60,19,23,21,2001-09-29 00:00:00
1489,678,48,19,22,15,2001-09-29 00:00:00
1490,678,58,20,15,19,2001-09-29 00:00:00
1491,678,55,18,18,14,2001-09-29 00:00:00
1492,678,56,0,3,4,2001-09-29 00:00:00
1493,678,20,21,7,12,2001-09-29 00:00:00
1494,678,7,14,17,11,2001-09-29 00:00:00
1495,678,17,21,8,10,2001-09-29 00:00:00
1496,678,54,16,12,9,2001-09-29 00:00:00
1497,678,14,16,11,8,2001-09-29 00:00:00
1498,678,13,0,4,7,2001-09-29 00:00:00
1499,678,1,14,16,6,2001-09-29 00:00:00
1500,678,21,5,2,5,2001-09-29 00:00:00
1501,678,30,2,6,3,2001-09-29 00:00:00
1502,678,22,2,5,2,2001-09-29 00:00:00
1503,678,29,5,1,1,2001-09-29 00:00:00
1504,678,43,15,9,13,2001-09-29 00:00:00
1505,678,36,18,19,16,2001-09-29 00:00:00
1506,681,7,0,4,5,2002-03-16 00:00:00
1507,681,30,2,6,2,2002-03-16 00:00:00
1508,681,16,17,23,21,2002-03-16 00:00:00
1509,681,55,18,16,20,2002-03-16 00:00:00
1510,681,65,6,25,19,2002-03-16 00:00:00
1511,681,43,15,12,18,2002-03-16 00:00:00
1512,681,36,18,17,17,2002-03-16 00:00:00
1513,681,58,20,21,16,2002-03-16 00:00:00
1514,681,10,16,10,15,2002-03-16 00:00:00
1515,681,61,17,22,22,2002-03-16 00:00:00
1516,681,12,14,8,14,2002-03-16 00:00:00
1517,681,14,3,14,12,2002-03-16 00:00:00
1518,681,48,20,20,11,2002-03-16 00:00:00
1519,681,62,6,24,10,2002-03-16 00:00:00
1520,681,20,16,9,9,2002-03-16 00:00:00
1521,681,17,3,15,8,2002-03-16 00:00:00
1522,681,1,14,7,7,2002-03-16 00:00:00
1523,681,13,0,3,6,2002-03-16 00:00:00
1524,681,21,5,2,3,2002-03-16 00:00:00
1525,681,29,5,1,1,2002-03-16 00:00:00
1526,681,34,15,11,13,2002-03-16 00:00:00
1527,681,22,2,3,4,2002-03-16 00:00:00
1528,696,7,0,4,4,2002-10-12 00:00:00
1529,696,61,17,22,20,2002-10-12 00:00:00
1530,696,16,17,23,19,2002-10-12 00:00:00
1531,696,65,6,25,18,2002-10-12 00:00:00
1532,696,36,18,17,17,2002-10-12 00:00:00
1533,696,43,15,12,16,2002-10-12 00:00:00
1534,696,12,14,8,15,2002-10-12 00:00:00
1535,696,55,18,16,14,2002-10-12 00:00:00
1536,696,13,0,3,3,2002-10-12 00:00:00
1537,696,62,6,24,13,2002-10-12 00:00:00
1538,696,14,3,14,11,2002-10-12 00:00:00
1539,696,17,3,15,10,2002-10-12 00:00:00
1540,696,34,15,11,9,2002-10-12 00:00:00
1541,696,20,16,9,8,2002-10-12 00:00:00
1542,696,10,16,10,7,2002-10-12 00:00:00
1543,696,30,2,6,6,2002-10-12 00:00:00
1544,696,22,2,5,5,2002-10-12 00:00:00
1545,696,29,5,1,1,2002-10-12 00:00:00
1546,696,1,14,7,12,2002-10-12 00:00:00
1547,696,21,5,2,2,2002-10-12 00:00:00
1548,697,21,5,2,2,2003-03-08 00:00:00
1549,697,29,5,1,1,2003-03-08 00:00:00
1550,697,1,14,9,7,2003-03-08 00:00:00
1551,697,43,6,20,5,2003-03-08 00:00:00
1552,697,34,15,16,6,2003-03-08 00:00:00
1553,697,17,15,17,8,2003-03-08 00:00:00
1554,697,22,2,4,9,2003-03-08 00:00:00
1555,697,3,3,8,10,2003-03-08 00:00:00
1556,697,13,0,5,11,2003-03-08 00:00:00
1557,697,14,3,7,12,2003-03-08 00:00:00
1558,697,48,14,10,4,2003-03-08 00:00:00
1559,697,20,16,11,13,2003-03-08 00:00:00
1560,697,7,0,6,15,2003-03-08 00:00:00
1561,697,42,6,21,16,2003-03-08 00:00:00
1562,697,51,16,12,17,2003-03-08 00:00:00
1563,697,41,18,15,18,2003-03-08 00:00:00
1564,697,50,17,18,19,2003-03-08 00:00:00
1565,697,49,17,19,20,2003-03-08 00:00:00
1566,697,16,18,14,14,2003-03-08 00:00:00
1567,697,30,2,3,3,2003-03-08 00:00:00
1568,698,51,16,12,20,2003-03-22 00:00:00
1569,698,50,17,18,19,2003-03-22 00:00:00
1570,698,14,3,7,2,2003-03-22 00:00:00
1571,698,49,17,19,18,2003-03-22 00:00:00
1572,698,22,2,4,17,2003-03-22 00:00:00
1573,698,16,18,14,16,2003-03-22 00:00:00
1574,698,41,18,15,15,2003-03-22 00:00:00
1575,698,3,3,8,1,2003-03-22 00:00:00
1576,698,48,14,10,13,2003-03-22 00:00:00
1577,698,34,15,16,12,2003-03-22 00:00:00
1578,698,42,6,21,11,2003-03-22 00:00:00
1579,698,20,16,11,14,2003-03-22 00:00:00
1580,698,17,15,17,9,2003-03-22 00:00:00
1581,698,30,2,3,8,2003-03-22 00:00:00
1582,698,7,0,6,7,2003-03-22 00:00:00
1583,698,1,14,9,6,2003-03-22 00:00:00
1584,698,21,5,2,5,2003-03-22 00:00:00
1585,698,13,0,5,4,2003-03-22 00:00:00
1586,698,29,5,1,3,2003-03-22 00:00:00
1587,698,43,6,20,10,2003-03-22 00:00:00
1588,699,48,14,10,14,2003-04-05 00:00:00
1589,699,43,6,20,15,2003-04-05 00:00:00
1590,699,51,16,12,16,2003-04-05 00:00:00
1591,699,50,17,18,20,2003-04-05 00:00:00
1592,699,42,6,21,18,2003-04-05 00:00:00
1593,699,49,17,19,19,2003-04-05 00:00:00
1594,699,34,15,16,13,2003-04-05 00:00:00
1595,699,41,18,15,17,2003-04-05 00:00:00
1596,699,1,14,9,12,2003-04-05 00:00:00
1597,699,13,0,5,2,2003-04-05 00:00:00
1598,699,3,3,8,10,2003-04-05 00:00:00
1599,699,30,2,3,9,2003-04-05 00:00:00
1600,699,20,16,11,8,2003-04-05 00:00:00
1601,699,29,5,1,7,2003-04-05 00:00:00
1602,699,22,2,4,6,2003-04-05 00:00:00
1603,699,14,3,7,5,2003-04-05 00:00:00
1604,699,7,0,6,4,2003-04-05 00:00:00
1605,699,16,18,14,3,2003-04-05 00:00:00
1606,699,17,15,17,11,2003-04-05 00:00:00
1607,699,21,5,2,1,2003-04-05 00:00:00
1608,700,13,0,5,12,2003-04-19 00:00:00
1609,700,48,14,10,14,2003-04-19 00:00:00
1610,700,50,17,18,18,2003-04-19 00:00:00
1611,700,14,3,7,16,2003-04-19 00:00:00
1612,700,20,16,11,17,2003-04-19 00:00:00
1613,700,1,14,9,11,2003-04-19 00:00:00
1614,700,41,18,15,15,2003-04-19 00:00:00
1615,700,43,6,20,10,2003-04-19 00:00:00
1616,700,7,0,6,6,2003-04-19 00:00:00
1617,700,3,3,8,8,2003-04-19 00:00:00
1618,700,34,15,16,7,2003-04-19 00:00:00
1619,700,16,18,14,5,2003-04-19 00:00:00
1620,700,30,2,3,4,2003-04-19 00:00:00
1621,700,21,5,2,3,2003-04-19 00:00:00
1622,700,22,2,4,2,2003-04-19 00:00:00
1623,700,29,5,1,1,2003-04-19 00:00:00
1624,700,51,16,12,19,2003-04-19 00:00:00
1625,700,17,15,17,9,2003-04-19 00:00:00
1626,700,49,17,19,20,2003-04-19 00:00:00
1627,700,42,6,21,13,2003-04-19 00:00:00
1628,701,14,3,7,4,2003-05-03 00:00:00
1629,701,7,0,6,20,2003-05-03 00:00:00
1630,701,49,17,19,19,2003-05-03 00:00:00
1631,701,50,17,18,18,2003-05-03 00:00:00
1632,701,20,16,11,17,2003-05-03 00:00:00
1633,701,51,16,12,15,2003-05-03 00:00:00
1634,701,1,14,9,14,2003-05-03 00:00:00
1635,701,42,6,21,13,2003-05-03 00:00:00
1636,701,16,18,14,12,2003-05-03 00:00:00
1637,701,34,15,16,11,2003-05-03 00:00:00
1638,701,41,18,15,16,2003-05-03 00:00:00
1639,701,30,2,3,9,2003-05-03 00:00:00
1640,701,13,0,5,8,2003-05-03 00:00:00
1641,701,22,2,4,7,2003-05-03 00:00:00
1642,701,43,6,20,6,2003-05-03 00:00:00
1643,701,17,15,17,5,2003-05-03 00:00:00
1644,701,3,3,8,3,2003-05-03 00:00:00
1645,701,21,5,2,2,2003-05-03 00:00:00
1646,701,29,5,1,1,2003-05-03 00:00:00
1647,701,48,14,10,10,2003-05-03 00:00:00
1648,702,20,16,11,9,2003-05-17 00:00:00
