id,post_id,user_id,content_license,user_display_name,text,creation_date
104288,57503,15827.0,CC BY-SA 3.0,,"I guess that mathematical statisticians have invariance and equivariance criteria for different kinds of parameter. I am reacting to @Vinux's line that location indicates central tendency and the idea that location and central tendency are the same ballpark. That's probably loose at best by mathematical standards, but it's a data analytic view.",2013-10-15 09:46:20.217
104289,57503,12683.0,CC BY-SA 3.0,,Would it be right to say that for a location parameter $\theta$ the density $f(x;\theta)=f(x-\theta;0)$ and changing it only changes the mean; while for a scale parameter $\phi$ the density $f(x;\phi)=\frac{f(\frac{x}{\phi};1)}{\phi}$ and changing it only changes the variance & perhaps the mean?,2013-10-15 09:54:47.213
104291,57503,5637.0,CC BY-SA 3.0,,I think the question is very broad. I am not sure about  any standard definition for shape in distribution context. I was trying to give a layman's picture.,2013-10-15 09:59:38.470
104292,57469,21762.0,CC BY-SA 3.0,,As user31264 and also glen_b said: You can't. Equivalence tests are only able to show that a parameter is *close* to a certain value but not that it has exactly this value.,2013-10-15 10:05:42.527
104293,57513,21762.0,CC BY-SA 3.0,,How large is the reference group?,2013-10-15 10:07:02.830
104294,57513,10594.0,CC BY-SA 3.0,,Each treatment group had equal number of $n=20$,2013-10-15 10:11:54.957
104295,57423,22669.0,CC BY-SA 3.0,,"@vinux - just thought I'd add the other component to your answer here - It works well as (Xt=a+bt+Zt, where Zt is stationary series) - and the stationary series appears to be pretty much white noise. Thanks!
My underlying error was a failure to appreciate the difference between trend removal by differencing and trend removal by subtraction of a linear trend - the -1 MA(1) term seems to have been trying to convert a random walk back into white noise.",2013-10-15 10:18:22.473
104296,57513,21762.0,CC BY-SA 3.0,,"Maximum-likelihood estimates cannot be calculated in case of quasi-complete separation (only 0 in control, almost only 1 in test groups). This is confirmed by the huge standard errors.",2013-10-15 10:35:06.683
104297,57503,12683.0,CC BY-SA 3.0,,"Fair enough - but 'skewness' is even less a layman's term than 'shape'. Location parameters *shift*, scale parameters *stretch*, and shape parameters change the *shape*.",2013-10-15 10:53:03.027
104298,57505,7860.0,CC BY-SA 3.0,,"No idea how I should apply such a method to my issue, sorry. Upvote for pointing me to `scikit-learn`, I hadn't heard about that package, thanks.",2013-10-15 10:57:21.287
104299,57503,5637.0,CC BY-SA 3.0,,@Scortchi You are right. I should not associate shape with skewness. I will edit my answer.,2013-10-15 10:58:22.017
104300,57513,10594.0,CC BY-SA 3.0,,thanks @Michael Mayer. Indeed my data has quasi-complete separation problem. The estimated coefficients and the SE tend to be too large. Do you have any suggestions about how to deal with it? Present the result descriptively?,2013-10-15 11:05:01.797
104301,57503,15827.0,CC BY-SA 3.0,,"@Scortchi The lay use of ""skewed"" is increasingly as meaning ""biased"", as in ""the results are skewed by including too many people of type X"". It may have been around for some time, but I've noticed it more recently. I haven't noticed ""skewness"" as a synonym for ""bias"".",2013-10-15 11:07:29.013
104305,57504,2666.0,CC BY-SA 3.0,,"There are different brands of nonparametric regression, some better called semiparametric.  Semiparametric models use only the rank of $Y$ so don't dependent on having a proper transformation of $Y$.  Such models include the proportional odds and proportional hazard models.",2013-10-15 12:07:02.523
104306,57436,1693.0,CC BY-SA 3.0,,"Thanks @Erik!  Of your 2, it's close to the former. I'm asking about ""what conditions are necessary in order to obtain the theoretically expected reversal of a coefficient.""",2013-10-15 12:09:52.630
104307,57519,21884.0,CC BY-SA 3.0,,Wow... that software seems extremely powerful. I guess that answers the question that it is indeed $O(1/n)$ too. Thank you very much.,2013-10-15 12:14:59.737
104308,57519,21884.0,CC BY-SA 3.0,,"wolfies, is your software available for users who don't have mathematica installed?",2013-10-15 12:40:34.743
104309,57523,22410.0,CC BY-SA 3.0,,"thanks. But how does that relate to ""If the (colored) clusters look separated in at least some of the plots. They won’t be very separated in all of the plots.""",2013-10-15 13:03:15.033
104310,57519,17328.0,CC BY-SA 3.0,,"mathStatica is built on top of _Mathematica_, so it requires _Mathematica_. We have thought of porting it to other computer algebra systems, but it is unfortunately a lot of work to do that.",2013-10-15 13:07:02.977
104311,57517,14874.0,CC BY-SA 3.0,,"Ok, my formulation was awkward. What I wanted to say is, that the dependence is nonlinear and we could assume something like $E(x_i|Y) = \sqrt{x_i}$. I hope its clear now?!",2013-10-15 13:18:32.270
104312,57296,21398.0,CC BY-SA 3.0,,No one knows. No survey specialists here :'-(.,2013-10-15 13:23:38.960
104313,57523,10278.0,CC BY-SA 3.0,,"Well take a look at the red cluster.  It's very well separated if you consider `Petal.Width` against `Petal.Length` but less well separated if you consider `Sepal.Width` against `Sepal.Length`.  You can tell this by looking at the univariate density plots, the red curve overlaps much more the blue and green curves when you consider `Sepal.Width` then when you consider `Petal.Width`.",2013-10-15 13:28:54.390
104314,57526,594.0,CC BY-SA 3.0,,"You *might* choose MMSE, its a fine criterion, but that doesn't mean you have to use it.",2013-10-15 13:33:14.030
104315,57526,594.0,CC BY-SA 3.0,,"For the normal it gives a divisor of $n+1$, but one problem is you don't actually know what distribution you really have. Yet the $n-1$ form is unbiased for every distribution. I often just use ML, but I'm generally as happy with $n-1$, and not averse to $n+1$, even though I rarely use it. It's only a hard choice when $n$ is small.",2013-10-15 13:39:02.147
104316,57527,,CC BY-SA 3.0,,"Hey, it was not really about the inclusion of seasonal component to explain the response variable, but how to handle the seasonality in the regressors.",2013-10-15 13:42:53.573
104317,57528,2149.0,CC BY-SA 3.0,,"Does Proc Ucm deal with multiple level shifts , multiple time trends , changes in seasonality, lead and lag effects around known events while detecting parameter transience and variance heterogeneity ?  or does it have embedded assumptions about the non-existence of these characteristics ? It might be interesting for us to share some results offline. If you are interested please contact me. Alternatively if we can get the OP to post his actual data we could have a public bakeoff/comparison",2013-10-15 13:58:40.613
104318,57528,22705.0,CC BY-SA 3.0,,"The trend, seasonality components are estimated using Kalman filter (random walk, EM approach).  So, while I've not encountered the problems you're raising, i'm guessing it should. Yes, running it on OP's data-set will help determine. To answer your question in another way, I've read that any ARIMA model can be expressed as a state space equation and thus be modeled using UCM.",2013-10-15 14:13:55.060
104319,57527,22705.0,CC BY-SA 3.0,,"Yes, JohnnyB. Maybe I wasn't clear. PROC UCM helps estimate trend & seasonality components from your response variable pattern. You don't have to explicitly estimate the trend/seasonality using indicator variables/proc timeseries etc. http://support.sas.com/documentation/cdl/en/etsug/60372/HTML/default/viewer.htm#etsug_ucm_sect001.htm  Hope I could explain better.",2013-10-15 14:20:20.397
104320,57528,15827.0,CC BY-SA 3.0,,"What language or package is this please? The mention of proc (?PROC) leads me to guess SAS, but please spell it out. See http://meta.stats.stackexchange.com/questions/1479/how-to-ask-a-good-question-on-crossvalidated for the advice ""Say what programming language you're using"". (It applies to answers as well as questions.)",2013-10-15 14:28:15.277
104322,57505,22678.0,CC BY-SA 3.0,,"Well, here is an example: http://scikit-learn.org/stable/auto_examples/svm/plot_oneclass.html#example-svm-plot-oneclass-py",2013-10-15 14:42:10.060
104323,57532,20304.0,CC BY-SA 3.0,,Thanks.  That makes sense.  I guess that due to the nature of subscription-based services the curve will get fuller as time goes on.  There must be some limiting time where all accounts cancel but I guess we don't know what it is yet...,2013-10-15 14:42:21.483
104324,57528,22705.0,CC BY-SA 3.0,,"Yes. it is SAS. Sorry, didn't know the conventions. But, I've bumped into presentations of stata which has implemented ucm as well.",2013-10-15 14:44:38.520
104325,57532,3999.0,CC BY-SA 3.0,,"@user1893354 The day you go out of business ;) And the curve should never get ""fuller"" (by which I assume you mean go up) because your time variable is not calendar time, but time since the account was opened.",2013-10-15 14:45:19.007
104326,57533,2081.0,CC BY-SA 3.0,,"I'm not fluent in deciphering formulae, but what I may say for sure is that discriminant analysis (see what's written in its tag) first extracts latent dimensions (discriminants), like PCA does. Only then it classifies - with those. As far as I can see, your question is about classification only. It is unclear if you are speaking of the original variables or the discriminant latent variables here.",2013-10-15 14:47:46.497
104328,57492,3922.0,CC BY-SA 3.0,,possible duplicate of [Good econometrics textbooks?](http://stats.stackexchange.com/questions/4612/good-econometrics-textbooks),2013-10-15 14:50:18.687
104329,57535,668.0,CC BY-SA 3.0,,"My reply at http://stats.stackexchange.com/a/13317 addresses the negative part of this question: namely, why $R^2$ does not of itself tell you anything about linearity, especially when the independent variables in the data sets are different.  Although you did not ask it, this question begs for a positive response, too (and perhaps you should mention this explicitly): given that your proposed methods don't do the job, what *does* work for assessing linearity?",2013-10-15 14:56:01.060
104330,57465,22143.0,CC BY-SA 3.0,,"No that does not influence the data source. By influence, I mean, if the output of the algorithm (lets say an ad) affects the data source (say user behavior such as click/no click) which is then fed back to update the algorithm.",2013-10-15 14:57:52.003
104331,57464,22143.0,CC BY-SA 3.0,,the algorithm is receiving 0s and 1s according to the OP. It is only that it is seeing these 0s and 1s when the algorithm output is 1.,2013-10-15 14:59:00.947
104332,57532,20304.0,CC BY-SA 3.0,,"Sorry, by ""fuller"" I meant that the curve should get closer to zero (as older accounts eventually start cancelling)",2013-10-15 15:00:48.500
104333,57535,22713.0,CC BY-SA 3.0,,"Thank you for your answer. I am trying to show how linear the data increases by time, and their difference. If my methods don't work, what else method can I use to address this?",2013-10-15 15:07:35.917
104334,57389,166.0,CC BY-SA 3.0,,"@broiyan:  Sounds close. I think technically the precise value obtained, if re-obtained, would be included in the probability.  Therefore, I would go to the expense of extra words to make that clear by saying ""as extreme or more extreme"".  Also, because you are phrasing it in a frequentist framework, I wouldn't talk about the probability of that event, but the proportion of times you would expect it to occur if the experiment were repeated over and over.",2013-10-15 15:08:03.567
104335,57448,22656.0,CC BY-SA 3.0,,"Thanks for the reference,  but I cannot find α in the formula.",2013-10-15 15:11:37.880
104336,57536,21804.0,CC BY-SA 3.0,,"There are several different models you could build based on this data. Using more than one predictor would rersult in a regression plane though, so the task seems to imply that you choose one. But the dataset itself does not necessitate a specific choice, so some clarification is indeed missing...",2013-10-15 15:22:01.200
104337,57535,668.0,CC BY-SA 3.0,,"Please edit your question to include the clarification you just made.  It would also help to explain more fully what you mean by ""more"" or ""less"" linear and precisely what ""difference"" you refer to.",2013-10-15 15:23:35.403
104338,57541,22714.0,CC BY-SA 3.0,,"Sorry, I don't understand your approach. What is nob value? Could you explain your approach in more details? Can I run a hierachical clustering? Thank you.",2013-10-15 15:23:56.837
104340,57528,15827.0,CC BY-SA 3.0,,Indeed; Stata has a `ucm` command too. There will be other implementations too.,2013-10-15 15:29:52.367
104341,57504,668.0,CC BY-SA 3.0,,"I think this answer may be misleading because it is not sufficiently clear about what ""function type"" means: the distinction between *linear* and *nonlinear* lies in how the *parameters* enter the functional formula, not the variables.  For instance, the second bullet is *not* an example of a nonlinear model; indeed (assuming $(x_1,x_2,x_4)$ are the variables), is has no parameters at all!",2013-10-15 15:31:47.237
104342,57533,19265.0,CC BY-SA 3.0,,There is only one dimension. What discriminants can we extract here?,2013-10-15 15:38:35.083
104343,57541,15827.0,CC BY-SA 3.0,,"As usual, @IrishStat, your inclination is to treat everything as a time series! If the data are not a time series, I think the validity of your method depends on whether the same classes (breakpoints) would be identified from a series and itself reversed, i.e. the method depends on past and future being interchangeable.",2013-10-15 15:43:29.297
104344,57541,22714.0,CC BY-SA 3.0,,I am not working with time series... What methods can I use? Can I use multiple classification methods (like hierachical ascending) by only one variable as a classifier?,2013-10-15 15:49:27.217
104346,57542,5203.0,CC BY-SA 3.0,,"Thanks, @whuber, I somehow mix up row and column all the time (and English is my native language!)",2013-10-15 16:04:47.167
104347,57541,2149.0,CC BY-SA 3.0,,"@Nick The trick when using Interevention Detection for non-time series data (whis is what we have) (successful I might add) is to disable ARIMA identification, seasonal pulse identification and trend detection. These constraints eliminate any and all unwarranted/unwanted time series structure. All that is left to identify is level/step shifts (group classification) and pulse detection (one time anomalies). Send me your email address and I will forward you the results of any set of values that you wish to send to me.",2013-10-15 16:20:31.597
104349,57541,15827.0,CC BY-SA 3.0,,"@IrishStat Thanks, but I already have code that does something similar to my satisfaction (I wrote the answer to the thread cited as duplicate to this). I was just curious about any hidden assumptions behind your suggestion.",2013-10-15 16:36:37.500
104350,57547,15827.0,CC BY-SA 3.0,,"The first half of this is missing, i.e. what your scientific problem is, how Date features in your analysis, why you are treating it as a factor, etc.",2013-10-15 16:42:56.187
104351,57541,2149.0,CC BY-SA 3.0,,@jos nob is the number of observations in the set. The procedure to do Intervention Detection can be found in a number of places including http://www.unc.edu/~jbhill/tsay.pdf,2013-10-15 16:55:23.337
104352,57464,22507.0,CC BY-SA 3.0,,Then it will be biased another way (toward 0's).,2013-10-15 16:58:34.527
104353,57547,2857.0,CC BY-SA 3.0,,Probably [related](http://stats.stackexchange.com/questions/9751/do-we-need-a-global-test-before-post-hoc-tests),2013-10-15 17:05:57.397
104355,57485,7155.0,CC BY-SA 3.0,,"The most obvious way to me, would be write the two separate corr functions that are partially applied on theta. E.g. def square_exp(d), then write a function to combine the results via multiplication or addition with the argument def function(theta, d), where theta doesn't do anything in the function.",2013-10-15 17:21:52.837
104356,57398,5821.0,CC BY-SA 3.0,,You're saying clogit isn't a two tailed test?,2013-10-15 17:25:25.877
104358,57545,668.0,CC BY-SA 3.0,,"**This question is not answerable** because the domain of the pmf has not been specified.  (I suspect there is a typographical error and that the pmf might be $(1-\pi)^{1-x}\pi^x$ for $x\in\{0,1\}$.)",2013-10-15 17:47:37.777
104359,57553,9716.0,CC BY-SA 3.0,,"Sorry for the mistake, i edited the question.",2013-10-15 17:56:21.573
104360,57545,21985.0,CC BY-SA 3.0,,"The exercise IS realy like this... I was also puzzled by this, but I can not say why it looks odd. There is no solution for sure?",2013-10-15 17:57:40.953
104361,57545,5448.0,CC BY-SA 3.0,,"A lot of exercises like this are really more designed (in my experience) to emphasize or test recognition of the pmf.  So  we'd assume that $p(x;\pi)$ is some slight specialization of a standard pmf, perhaps by a simple transform of the random variable, try to figure out which one it is, then get the sample space from the definition of the (standard) pmf.  In this case, the random variable $x$ can be easily transformed to another random variable, let us say $y$, for which $p(y;\pi)$ is a well-known distribution, and everything else follows from that.",2013-10-15 18:07:10.543
104362,57554,15827.0,CC BY-SA 3.0,,"This may be clear to some, but I can't understand the distinction you are making. Empirical CDFs are necessarily calculated from the data. What is the modified CDF? Can you give an example of what the result would look like? Or an accessible reference for the term ""modified CDF""?",2013-10-15 18:21:22.150
104363,57553,9483.0,CC BY-SA 3.0,,"The issue is that the search space of your GA, viz. the polynomials of degree 10, is too far away from your target function `f(x) = 1 /(1 + (5*x)^2)`, hence the poor fitness value.",2013-10-15 18:22:00.740
104364,57553,9716.0,CC BY-SA 3.0,,"So theoretically, if i increase this search i should get better fits?",2013-10-15 18:23:33.113
104365,57553,9483.0,CC BY-SA 3.0,,"Yes but since your target function cannot be approximated by a polynomial, increasing the degree is useless. In evolutionary computation such task is called symbolic regression and we use genetic programming to optimize, not GA (GA typically requires to have a pretty good knowledge on the structure of your target function).",2013-10-15 18:30:03.400
104366,57555,15827.0,CC BY-SA 3.0,,"This seems akin to a longstanding joke in which one person says ""Suppose that there are $s$ sheep"" and somebody asks ""But what if the number of sheep is different?"". If you denote some probability $p$, that is your notation: no more. Clearly what its magnitude is numerically and whether you can estimate it accurately are key questions; in abstraction all we can say is that some probabilities are more difficult to estimate than others. That can be said independently of any speculation about ""true randomness"".",2013-10-15 18:31:06.587
104367,57448,16644.0,CC BY-SA 3.0,,"The 3rd equation on the reference page says that with a sample of size $b$ the probability that you will be more than $\epsilon$ away from the true cdf is $\leq 2e^{-2b \epsilon^2}.$ For your application just set this probability to be $\leq \alpha$ (where your $\alpha$ will be very small, since you want to be highly likely to be close to the true cdf) and then solve for $b.$",2013-10-15 18:46:47.240
104368,57561,15827.0,CC BY-SA 3.0,,"Not so. I've never met your first usage, even as a mistake. If you were right, and I don't think you are, it would be much flagged that a minute difference in wording was associated with such a big difference in meaning: textbook writers would be obliged to explain at  length and there would be campaigns to change the terminology.  I challenge you to find even one explanation of your definition in the literature. @whuber already gave an excellent answer that remains definitive.",2013-10-15 18:55:11.040
104369,57558,12544.0,CC BY-SA 3.0,,"I'm not sure why, but breaking it into two steps works for me: 
AccLog <- as.logical(as.numeric(Accuracy)) then run m2 with AccLog.",2013-10-15 18:57:09.953
104370,57558,12544.0,CC BY-SA 3.0,,"You get the same result with glm, not just glmer.",2013-10-15 19:00:23.033
104371,57562,21958.0,CC BY-SA 3.0,,"For example, a model could look like this:
Y_t=alpha + beta_1*X_t*Y_(t-1) + beta_2*X_(t-1)*Y_(t-2) +sigma_t*epsilon_t

, where the X_t and X_(t-1) are two latent variables either 1 or 0, alpha,beta's,sigma are parameters, and epsilon_t is standard normally distributed. 
So this is an autoregressive model, with lag=2.",2013-10-15 19:04:02.800
104373,57562,21958.0,CC BY-SA 3.0,,"If I wanted to get the residuals, I could choose the mean of the posterior distributions of the alpha,beta_1,beta_2 and sigma_t and get something like:
r_t= (Y_observed - Y_predicted)/sigma_t = standard normally distributed, but I would have to choose some value for the latent variables. And this makes no sense.",2013-10-15 19:15:30.850
104374,57555,16588.0,CC BY-SA 3.0,,"It might be worth expanding on what you mean by ""true randomness seems impossible."" Or more generally, give a concrete example of what you're trying to describe/ask.",2013-10-15 19:18:13.447
104375,57533,2081.0,CC BY-SA 3.0,,"Ah, well (I didn't see it). Then term ""discriminant analysis"" _proper_ is inapplicable, although word ""discrimination"" can retained, as it is close to ""classification"" or ""distinguishing"".",2013-10-15 19:26:05.770
104376,57566,1895.0,CC BY-SA 3.0,,"Symmetry and the law of the unconscious statistician. But a word of caution: ""...like a N(0,1) random variable..."" is sloppy, imprecise wording on the part of your professor. Such a statement is not, in general, true for any old symmetric distribution. The requisite moments must exist (be well-defined) in the first place.",2013-10-15 19:39:02.050
104377,57550,12683.0,CC BY-SA 3.0,,"For logistic regression [it's fine](http://stats.stackexchange.com/questions/67903/does-down-sampling-change-logistic-regression-coefficients/68726), though you'll have to be careful that the sample of NS firms is not biased with respect to any predictors.",2013-10-15 19:41:29.893
104378,57554,15363.0,CC BY-SA 3.0,,"So, the empirical cumulative is a step function that gives the mapping of the number of data points in in the population that are ≤ X. But, in R, the same is not done by ecdf. You can see this anamoly here - http://stats.stackexchange.com/questions/51607/strange-behavior-of-r-function-ecdf",2013-10-15 20:16:04.507
104379,57286,12683.0,CC BY-SA 3.0,,Doesn't do anything when `conf.int = FALSE` which is also the default. Try `?wilcox.test`.,2013-10-15 20:28:53.687
104410,57587,15539.0,CC BY-SA 3.0,,"I have one additional question for you. Given all 3 of these models, the X1X2 model I posted above and two separate ones for X1 and X2, how can you tell which is best, given the R^2 and MSE values for each?",2013-10-16 02:19:14.097
104380,57554,15827.0,CC BY-SA 3.0,,I don't see that thread supporting your report of an anomaly. It seems a matter of convention to use $\le$ rather than $<$; the same difference can be found in literature on survival functions (or the same beasts otherwise named). Elsewhere I am the author of a program for plotting CDFs that supports different conventions (`distplot` in Stata).,2013-10-15 20:31:37.960
104381,57566,668.0,CC BY-SA 3.0,,"This assertion is false unless a particularly narrow interpretation of ""symmetric"" is adopted (and even then @Cardinal's admonition must be heeded): see http://stats.stackexchange.com/a/29010 for more about this. For *familiar* counterexamples in Cardinal's spirit you may contemplate what happens with any Student $t$ distribution with $\nu$ degrees of freedom and you use any odd power greater than or equal to $\nu$.",2013-10-15 20:55:41.677
104382,57565,668.0,CC BY-SA 3.0,,"Could you explain the reasoning that justifies your assertion that ""there shouldn't be any difference""?",2013-10-15 20:59:52.493
104383,57565,22727.0,CC BY-SA 3.0,,"Assuming his sampling is truly random and that he already has a list of every single person with heart disease in the world (as implied by his 'Or is it better to only look at the people who have heart disease.' And since he is only interested in finding ten people with heart disease, then it is just as random and more efficient to select from the group you are interested in studying rather than selecting from the billions of people on earth over and over until all 10 have heart disease.",2013-10-15 21:11:54.900
104385,57573,,CC BY-SA 3.0,user30490,"I am reading through the paper but am stuck, do you think you can elaborate on these calculations?",2013-10-15 21:57:52.180
104386,57573,,CC BY-SA 3.0,user30490,Or rather is it obvious why this result holds?,2013-10-15 22:12:42.023
104387,57521,594.0,CC BY-SA 3.0,,There's a fairly good introduction [here](http://en.wikipedia.org/wiki/Binomial_proportion_confidence_interval),2013-10-15 22:17:46.620
104388,57578,15827.0,CC BY-SA 3.0,,No problem in principle. Plot the data and the fitted curve as well as looking at the numeric results to see how well it works.,2013-10-15 22:23:32.070
104389,57578,594.0,CC BY-SA 3.0,,"Well, as you already note, you can get multicollinearity (though this can be avoided with the use of orthogonal polynomials).",2013-10-15 22:42:47.413
104390,57554,594.0,CC BY-SA 3.0,,It doesn't give the proportion $\leq X$ but the proportion $\leq x$.,2013-10-15 22:43:45.327
104392,57554,594.0,CC BY-SA 3.0,,"I'm looking at a plot of an [ECDF in R right now](http://i.imgur.com/kmWSwaY.png), it's definitely giving $\leq x$, and I'm not sure I understand the problem you have with it. It's an empirical cdf so obviously it has to be defined in terms of proportions, since the probabilities are unknown. What's the issue?",2013-10-15 23:02:13.677
104393,57538,594.0,CC BY-SA 3.0,,"Generally, the gist of these kind of problems go: combine and expand the exponents, collect like terms, complete the square, write quadratic as $(x-g(y,\mu,...))^2+S$, spot the density.",2013-10-15 23:06:19.433
104394,57506,22639.0,CC BY-SA 3.0,,this seems closest to what I was looking for.,2013-10-15 23:28:51.703
104395,57578,16588.0,CC BY-SA 3.0,,"An alternative to the suggestion of @Glen_b is to first center X, then create a squared version of the centered X variable. Include them both and multicollinearity will be substantially reduced. As an added bonus, model interpretation is often nicer with centered IVs.",2013-10-16 00:12:18.833
104396,57578,15827.0,CC BY-SA 3.0,,"In this case, what most makes the model interpretable is, I suggest, to plot data and model fit. Centering X does no harm, but the most interesting level for X is often that at which the quadratic has a turning point, whenever that occurs within the range of the data. (It may lie way outside that range.) Numerical stability given correlated predictors is much less of a difficulty with modern statistical software than it was a few decades ago when regression programs did not always use good algorithms. But an X and its square can't be interpreted as having separate effects, regardless.",2013-10-16 00:35:14.263
104397,57583,594.0,CC BY-SA 3.0,,Is this for some subject?,2013-10-16 00:36:00.143
104398,57572,19681.0,CC BY-SA 3.0,,"Not sure why you say the dependent variable is not repeatedly measured.  For the subject with ID = S_1, it looks like there are 4 measurements.",2013-10-16 00:42:01.537
104399,57572,22732.0,CC BY-SA 3.0,,"Because I'm trying to predict whether an individual will ever get cancer. So the true outcome would be all Ys if the individual ever gets cancer and all Ns otherwise. In the table above, this would translate into all Ys for S_1, all Ns for S_2, all Ys for S_3.",2013-10-16 00:52:03.660
104401,57564,1411.0,CC BY-SA 3.0,,"it might be worth submitting this as an issue at https://github.com/lme4/lme4/issues -- I think it *should* work correctly with a factor, as `glm()` does ...",2013-10-16 00:54:03.350
104402,57583,15827.0,CC BY-SA 3.0,,"The answer would probably be a publishable paper in some literatures, e.g. statistical hydrology. By the same token, an answer seems unlikely unless it already has been published.",2013-10-16 00:58:02.527
104403,57577,14888.0,CC BY-SA 3.0,,"How about in the case where the two separate measures of the dependent variable are to measure an experimental effect that takes place in between measures? This is more akin to a paired t-test, but in this example there are two factors (or more). Most discussions/introductions to repeated measures ANOVA that I have found are about cases in which a dependent variable is predicted by a few to several independent variables that are measured on the same set of individuals (so the values are correlated within individuals).",2013-10-16 01:07:14.310
104404,57584,17249.0,CC BY-SA 3.0,,I cannot imagine doing this being possible.,2013-10-16 01:27:53.150
104405,57584,15539.0,CC BY-SA 3.0,,Neither can I.. could some type of technique involving dummy/indicator variables be the key? I'm just completely throwing that out there...,2013-10-16 01:37:39.587
104406,57572,19681.0,CC BY-SA 3.0,,"Ah, OK. I'll venture a guess that mixed models are appropriate.  Your primary concern seems to be that the response is fixed, within-subject.  One way of looking at this is that the within-subject variance is zero. I suspect that this fits in with mixed models as a special case, but here is where my knowledge ends.",2013-10-16 01:39:14.637
104407,57587,15539.0,CC BY-SA 3.0,,"Ok! Great.. I actually do have the ANOVA tables for X1 and X2 separately, so I have 2 additional tables. How could I go about completing the partial F-test for X1, given X2 is already in the model if I have the ANOVA tables for X1 and X2 separately?",2013-10-16 01:45:05.427
104408,57587,5237.0,CC BY-SA 3.0,,"That's more or less in the other answers I link to, but you might have to read between the lines. But I'll edit so that it's explicit here.",2013-10-16 01:47:55.610
104409,57480,22423.0,CC BY-SA 3.0,,"Thanks @Jonathan, this is what I wished to know. Just a final question before I accept this as answer:  if in 4 surveys the weights were summed to total respondents, and 1 survey was weighted to reflect Total US population. If I multiply (Respondent size/Total US pop) to the weights of that 1 survey, and union the 5 datasets together with their weights.  
Would it be right to say that I have achieved final weights where each individual record do not have any special importance relative to another dataset?",2013-10-16 01:48:56.320
104411,57570,4656.0,CC BY-SA 3.0,,I like the way your answer skirts around the answer that most people would arrive at.,2013-10-16 02:22:56.087
104412,57587,5237.0,CC BY-SA 3.0,,"You could use theoretical knowledge that you have of the subject matter, but to a first approximation there isn't a ""best"", at least that we will be able to discern. Note, eg, that the MSE *must* go down as you add variables, & R2 *must* go up.",2013-10-16 02:26:43.897
104413,57582,16588.0,CC BY-SA 3.0,,This could be a helpful start: http://stats.stackexchange.com/q/3463/24000,2013-10-16 02:48:27.377
104414,57570,668.0,CC BY-SA 3.0,,@Dilip I have no clue what that might mean.  What answer to you believe most people would offer?,2013-10-16 02:52:38.580
104415,57582,16588.0,CC BY-SA 3.0,,Also: http://stats.stackexchange.com/a/26846/24000,2013-10-16 02:55:24.420
104416,57570,4656.0,CC BY-SA 3.0,,"I would have said that $X$ is a geometric random variable with parameter $\pi$, where $\pi$ does not have the usual meaning that it has in mathematical circles, pun intended, but is a number in $(0,1)$, and $x$ takes on all nonnegative integer values. Using the hint, the experiment would consist of tossing a biased coin with $P(\text{Heads})=\pi$ until a Head occurs, the sample space would be the set $$\Omega=\{H,TH,TTH,\ldots\}$$ with outcomes having probabilities $\pi,(1-\pi)\pi,\ldots$, and $X$ being the number of Tails in the outcome.",2013-10-16 03:07:02.060
104417,57587,15539.0,CC BY-SA 3.0,,"From the values I calculated, I have: for X1: R2 = 8%, MSE=5900; for X2: R2 = 80.1%, MSE = 1880, for X1X2: R2=80.6%, MSE=1940. Which model do you feel is best? It appears to me as if it's a clear race between X2 and X1X2(combined), but which?",2013-10-16 03:43:55.373
104418,53439,22705.0,CC BY-SA 3.0,,"This looks like a very exciting problem to solve. but, i think there are too many problems you can solve.
so, the first step is to fix on one or two key problems. and, then determine the factors which will be essential to solve that problem. i don't think we should talk about any model till then.",2013-10-16 05:10:07.357
104419,57529,15563.0,CC BY-SA 3.0,,"Thank you @JTT. So if I now use newdat to create a SVM model, I suppose my model takes input in this new rotated universe, which means I will need to also rotate my Test data before applying it to the model. Is this correct? And if yes, how do you rotate a test data.frame with the same rotation?",2013-10-16 05:24:35.300
104420,57530,15563.0,CC BY-SA 3.0,,Thank you for providing so much details. Unfortunately the example code is too cryptic for me. I see you are using predict. Where is the manual for prcomp predict? is it here: http://stat.ethz.ch/R-manual/R-patched/library/stats/html/prcomp.html ?,2013-10-16 05:36:26.843
104421,57529,,CC BY-SA 3.0,anon,"The easiest way is to use the `predict()` method for the test data. Using the example above, `predict(pr, USArrests)` will return the same matrix as `pr$x`. For test data, replace the USarrests with the name of the test data. You can do the same thing by hand, but this is easier, since the predict methods takes automatically care of the correct scaling of the test data set.",2013-10-16 05:36:43.183
104422,57529,15563.0,CC BY-SA 3.0,,How does predict work? Does it use all Principal Compenents. In your answer you had chosen only 2 Components to cover 80% of variance. What does predict do?,2013-10-16 05:44:23.613
104423,57592,15539.0,CC BY-SA 3.0,,"Just on a purely theoretical basis, would it not be possible to be exclusionary for some of the results? As in, exclude Roku results where Roku 2 is mentioned Roku 3 is not, but include results with both Roku 2 and Roku 3 mentioned.
However, I think on a broad, automated scale this is a very difficult task. I think this explains why so many search engines have difficulty with the concept of 'relevance'. I'd love to hear your feedback on this suggestion.",2013-10-16 05:56:31.893
